Course ID,Title,Short Intro,Category,Sub-Category,Course Type,Language,Skills,Instructors,Rating,Number of viewers,Site,Subtitle_language_count,Duration in hours,count of column,,
217,Managerial Economics and Business Analysis  Specialization,Business Tools for Successful Execution. Apply economic theory and analytical tools to make effective business decisions.,Business,Finance,Specialization,English,"Economics,SupplyAndDemand,StatisticalAnalysis,StatisticalHypothesisTesting,ConsumerBehaviour,Cost,Externality,GameTheory,Market(Economics),InterestRate,SupplyChain,DataAnalysis,","Larry DeBrock ,Hadi Salehi Esfahani ,Fataneh Taghaboni-Dutta, Ph.D., PMP, CSM, CSPO ,Vlad Dolgopolov ,",4.7,2525,Coursera,10,420,12,,
218,Sustainability Analyst Fundamentals Specialization,Launch Your Career in Sustainability. Develop skills and tools to make organizations more sustainable.,Physical Science and Engineering,Environmental Science and Sustainability,Specialization,English,"Presentation,DataAnalysis,Sustainability,BusinessWriting,ProjectManagement,Spreadsheet,BusinessCommunication,ProfessionalDevelopment,ProblemSolving,SustainableBusiness,Communication,ProjectPlanning,","Christopher Boone ,",4.1,23,Coursera,1,240,12,,
219,Interaction Design Specialization,Learn how to design great user experiences. Design that delights users,Computer Science,Design and Product,Specialization,English,"Storyboarding,HeuristicEvaluation,RProgramming,A/BTesting,RapidPrototyping,PaperPrototyping,UserExperience(UX),UserExperienceDesign(UXD),UserInterface,UserResearch,Persona(UserExperience),Human–ComputerInteraction,","Scott  Klemmer ,Elizabeth Gerber ,Jacob O. Wobbrock ,",4.5,3077,Coursera,14,600,12,,
220,Introductory C Programming Specialization,Learn Essential Programming Fundamentals. Master programming skills to solve complex problems.,Computer Science,Software Development,Specialization,English,"SoftwareDevelopmentProcess,Algorithms,SoftwareEngineering,CProgramming,ComputerProgramming,ProgrammingLanguageConcepts,ProblemSolving,Compiler,Debugging,","Andrew D. Hilton ,Genevieve M. Lipp ,Anne Bracy ,",4.6,5294,Coursera,9,300,9,,
221,Learn English: Intermediate Grammar Specialization,Master Intermediate Grammar. Boost your knowledge and use of grammar at the intermediate level,Language Learning,Learning English,Specialization,English,"EnglishGrammar,PerfectTenses,EnglishLanguage,Adjective,Grammar,Writing,Apposition,","Tamy Chapman ,Emily Wong ,Brad Gilpin ,Judy Hu ,Helen Nam ,",4.8,3820,Coursera,13,300,7,,
222,How to Play Guitar Specialization,Learn to play the guitar in under four months. Everything you need to know to be able to play your favorite songs,Arts and Humanities,Music and Art,Specialization,English,"Music,Guitarscales,guitarperformance,Guitarchords,Guitar,Tablature,Musicnotation,playingguitar,EarTraining,PerformanceTechniques,","Thaddeus Hogarth ,Amanda Monaco ,Rick Peckham ,Tim Miller ,",4.8,429,Coursera,8,300,10,,
223,Spring Framework Specialization,"Master Spring Frameworks Configurations Techniques. Discover how Java interacts with databases in the Spring framework, and develop Java based Web Applications.",Computer Science,Software Development,Specialization,English,"SpringFramework,NetflixOSS,JavaProgramming,SpringConfiguration,SpringData,SpringConfigurationTechniques,InversionOfControl,DependencyInjection,Junit,Restfulservices,SpringBoot,SpringSupportforJPA,","Derek Parsons ,",3.9,275,Coursera,1,180,12,,
224,Investment and Portfolio Management Specialization,"Build a Winning Investment Portfolio. Improve your investment strategies with real-world skills, insights, and analytical tools.",Business,Finance,Specialization,English,"PerformanceAttribution,BehavioralFinance,FinancialMarkets,BehavioralEconomics,BondValuation,Finance,Investment,RiskManagement,PortfolioConstruction,RiskAnalysis,PortfolioOptimization,CognitiveBias,","Arzu Ozoguz ,Jill Foote ,",4.5,1998,Coursera,9,360,12,,
225,Coaching Skills for Managers Specialization,Become a More Effective Manager. Learn proven techniques to coach your people to higher performance.,Business,Leadership and Management,Specialization,English,"ActiveListening,Communication,Management,Coaching,","Kris Plachy ,",4.8,1374,Coursera,9,240,4,,
226,Data Visualization & Dashboarding with R Specialization,Visualize Data in R and Share Insights with Others,Data Science,Data Analysis,Specialization,English,"DataScience,DataAnalysis,DataVisualization(DataViz),ReproducibleResearch,","Collin Paschall ,",4.9,256,Coursera,1,240,4,,
227,Business Analytics Specialization,"Data-driven decision making potential unlocked. Learners will be able to obtain, manage, analyze and visualize data to gain a competitive advantage in the world of strategic business decision making.",Business,Business Essentials,Specialization,English,"MachineLearning,Analytics,DataAnalysis,powerbi,Rstudio,BusinessAnalytics,RProgramming,HealthCare,RandRStudio,DataCleansingandExploration,Alteryx,AnalyticMindset,","Ronald Guymon ,Ashish Khandelwal ,Kevin Hartman ,Gies College of Business, University of Illinois ,Unnati Narang ,Joseph T. Yun ,",4.7,84,Coursera,9,360,12,,
228,An Introduction to Programming the Internet of Things (IOT) Specialization,Create Your Own Internet of Things (IoT) Device. Design and create a simple IoT device in just six courses.,Physical Science and Engineering,Electrical Engineering,Specialization,English,"Arduino,PythonProgramming,InternetOfThings(IOT),RaspberryPi,Microcontroller,EmbeddedSystemDesign,Wireshark,CProgramming,Debugging,ComputerProgramming,ApplicationProgrammingInterfaces(API),","Ian Harris ,",4.7,11928,Coursera,9,360,11,,
229,Software Testing and Automation Specialization,"Develop Skills in Software Testing. Practice and master theory, techniques, and tools to effectively test software.",Computer Science,Software Development,Specialization,English,"Black-boxTestingTechniques,White-boxTestingTechniques,UnitTesting,StaticAnalysis,TestingAutomation,WritingTestPlans,WritingDefectReports,UnderstandingofTestingTheory,WritingTests,TestingVocabulary,ExecutingTests,SoftwareTesting,","Sanjai Rayadurgam ,Kevin Wendt ,Mike ,",4.1,430,Coursera,10,240,12,,
230,Linux and Private Cloud Administration on IBM Power Systems Specialization,Master Linux and Cloud Computing. Learn how enterprises use and administer Linux in a private cloud environment.,Information Technology,Cloud Computing,Specialization,English,"SystemAdministration,RedHatEnterpriseLinux,virtualization,IBMPowerSystems,CloudComputing,RedHatLinux,Linux,IBMPowerVC,infrastructureasaservice,Openstack,IBMCloud,","Chris Caillouet ,Upendra Rajan ,Bill Miller ,",4.8,503,Coursera,1,240,11,,
231,Power Electronics Specialization,"Expand your Engineering Excellence. Create modern power electronics systems for our devices, transportation and infrastructure.",Physical Science and Engineering,Electrical Engineering,Specialization,English,"Understandthefundamentalsofmagneticcomponentsincludinginductorsandtransformers,Designandoptimizeinductorsandtransformersforswitched-modepowerconverters,Analyzeandmodellossesinmagneticcomponents,","Dr. Robert Erickson ,",4.8,2939,Coursera,9,240,3,,
232,Microsoft Azure AI Fundamentals AI-900 Exam Prep Specialization,Launch Your Career in Artificial Intelligence. User services on Microsoft Azure to create AI solutions,Data Science,Machine Learning,Specialization,English,"DescribefundamentalprinciplesofmachinelearningonAzure,DescribeAIworkloadsandconsiderations,DescribefeaturesofconversationalAIworkloadsonAzure,DescribefeaturesofcomputervisionworkloadsonAzure,DescribefeaturesofNaturalLanguageProcessing(NLP)workloadsonAzure,ArtificialIntelligence(AI),MicrosoftAzure,MachineLearning,ComputerVision,NaturalLanguageProcessing,TestPreparation,"," Microsoft ,",4.6,312,Coursera,1,240,11,,
233,Cybersecurity Specialization,Cybersecurity Fundamentals. Construction of Secure Systems,Computer Science,Computer Security and Networks,Specialization,English,"SoftwareTesting,Cryptography,Usability,PenetrationTest,Cybersecurity,Privacy,UserInterface,FuzzTesting,BufferOverflow,SqlInjection,NumberTheory,Public-KeyCryptography,","Jennifer Golbeck ,Michael Hicks ,Jonathan  Katz ,Gang Qu ,",4.6,4210,Coursera,10,480,12,,
234,Cancer Biology Specialization,"Learn essential skills in cancer biology, cancer metastasis, and prostate cancer, that will enable you to develop a deeper understanding of the impact of cancer on the human body.",Health,Basic Science,Specialization,English,"Prostatecancer,Anatomyofmetastasis,Cancertreatment,Metastasistheories,CancerBiology,Cancer,Biology,CancerGenetics,MolecularBiology,CancerStemCells,","Kenneth J. Pienta, M.D. ,Jelani Zarif ,Sarah Amend ,Haley Axelrod ,Kenneth Valkenburg ,",4.9,1252,Coursera,14,180,10,,
235,"Strategic Leadership: Impact, Change, and Decision-Making Specialization","Become a Better Business Leader Today. Using Professor Sydney Finkelstein's renowned research into the art and science of leadership and years of experience working with managers and executives around the world, this specialization will help you build the wisdom and skills you need to grow and change as a leader—and as a person.",Business,Leadership and Management,Specialization,English,"CareerFulfillment,SelfAwareness,PersonalDevelopment,reflection,LearningfromFailure,StrategicLeadership,ChangeManagement,LeadershipDevelopment,Learning,Decision-Making,Management,LearningHowToLearn,","Sydney Finkelstein ,",4.9,177,Coursera,1,240,12,,
236,Learn Chinese: HSK Test Preparation Specialization,Chinese For HSK (Level 1-3). Your Step-By-Step Guide to Learning Chinese.,Language Learning,Other Languages,Specialization,English,"ChineseLanguage,HanyuShuipingKaoshi(HSK),","YU Bin ,LIU Lixin ,CHEN LI ,LU Yun ,",4.8,2300,Coursera,11,420,2,,
237,Abnormal Psychology Specialization,,Health,Psychology,Specialization,English,"Motivation,History,Psychology,behavior,goalsetting,","Jen D'Andrea ,Jill Morawski ,Alexis May ,",4.8,274,Coursera,1,240,5,,
238,Business English Communication Skills Specialization,"Build English Skills for Business . Improve your ability to speak, write and understand English in professional settings.",Language Learning,Learning English,Specialization,English,"BusinessPlan,EnglishLanguage,Meeting,Presentation,EmailWriting,BusinessCommunication,Communication,Professional,Writing,Negotiation,Planning,Language,","Richard Moore ,Wendy Asplin ,",4.8,3131,Coursera,15,360,12,,
239,Statistics with Python Specialization,"Practical and Modern Statistical Thinking For All. Use Python for statistical visualization, inference, and modeling",Data Science,Probability and Statistics,Specialization,English,"PythonProgramming,DataVisualization(DataViz),StatisticalModel,Statisticalinferencemethods,Statistics,DataAnalysis,ConfidenceInterval,StatisticalInference,StatisticalHypothesisTesting,BayesianStatistics,statisticalregression,","Brenda Gunderson ,Brady T. West ,Kerby Shedden ,",4.6,2647,Coursera,12,180,11,,
240,Conflict Management Specialization,Turn Conflict into Collaboration. Learn proven approaches to conflict resolution in three courses.,Business,Leadership and Management,Specialization,English,"ActiveListening,Communication,Management,Cross-CulturalCommunication,Assertiveness,Collaboration,","Najla DeBow ,Amit Kothari ,",4.5,1023,Coursera,12,240,6,,
241,Big Data Specialization,Unlock Value in Massive Datasets. Learn fundamental big data methods in six straightforward courses.,Data Science,Data Analysis,Specialization,English,"BigData,Neo4j,Mongodb,ApacheSpark,ApacheHadoop,Mapreduce,Cloudera,DataModel,DataModeling,DataManagement,Splunk,MachineLearningConcepts,","Ilkay Altintas ,Amarnath Gupta ,Mai Nguyen ,",4.5,9407,Coursera,15,480,12,,
242,Robotic Process Automation (RPA) Specialization,Learn RPA Design & Development with UiPath. Master building automation projects independently. ,Computer Science,Software Development,Specialization,English,"Uipath,Studio,Automation,Workflow,rpa,DataManipulation,List,Dictionary,InputActionsAutomation,Selectors,RecordinginStudio,UserInterfaceAutomation,","UiPath ,",4.7,123,Coursera,1,240,12,,
243,Healthcare Organization Operations Specialization,Healthcare Foundations for Administrative Careers. This specialization introduces concepts for healthcare organization administration and operations.,Health,Healthcare Management,Specialization,English,"PharmacyHealthcareOrganizationOperations,PublicHealthandWellnessHealthcareOrganizationOperations,MedicalHealthcareOrganizationOperations,HealthcareAdministration,DentalHealthcareOrganizationOperations,","Margaret Kilduff, Ph.D. ,",4.6,372,Coursera,1,240,5,,
244,Data Mining  Specialization,"Analyze Text, Discover Patterns, Visualize Data. Solve real-world data mining challenges.",Data Science,Machine Learning,Specialization,English,"DataClusteringAlgorithms,TextMining,DataVisualization(DataViz),DataMining,DataVisualizationSoftware,TableauSoftware,DataVirtualization,InformationRetrieval(IR),DocumentRetrieval,MachineLearning,RecommenderSystems,ProbabilisticModels,","John C. Hart ,ChengXiang Zhai ,Jiawei Han ,",4.5,1929,Coursera,11,480,12,,
245,"Python, Bash and SQL Essentials for Data Engineering Specialization",Launch Your Career in Data Engineering. Master foundational strategies and tools to become proficient in developing data engineering and machine learning solutions,Information Technology,Data Management,Specialization,English,"Bash(UnixShell),Database(DBMS),WebApplication,PythonProgramming,SQL,Vim,Pandas,VisualStudioCode,DataStructure,DataManagement,Linux,WebScraping,","Kennedy Behrman ,Alfredo Deza ,Noah Gift ,",4.4,172,Coursera,1,240,12,,
246,Supply Chain Finance and Blockchain Technology Specialization,"Master Supply Chain Finance & Blockchain. Learn how to assess, sell and implement Supply Chain Finance programs using cutting edge technology.",Business,Finance,Specialization,English,"BlockchainTechnologyImplementation,ForeignCurrencyRiskManagement,AccountsReceivableManagement,AccountsPayableManagement,TradeFinanceManagement,MarketingSupplyChainFinanceServices,DesigningaSupplyChainFinanceProgram,RiskManagementofSupplyChainFinance,FinancialInnovation,BlockchainImplementationinSupplyChainFinance,APIsforTradeFinance,ManagingAccountsReceivableandAccountsPayablewithBlockchain,","Oliver Belin ,Jack Farmer ,",4.6,291,Coursera,1,240,12,,
